,주소,건물명,건축년도,면적,계약월,건물용도,구,CPI,전년도동월 대비 CPI 등락률,전세수급-서울-6개월 전,매매수급-서울-6개월 전,주택담보대출 (연리%)-6개월 전,전세자금대출 (연리%)-6개월 전,미래 전세가 예측값,미래 매매가 예측값,월별평균 전세가,월별평균 매매가
539772,관악구 봉천동 866-11,관악맥스텔,2003.0,30,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,11459.805,12215.722,13664.0,14695.0
539820,관악구 봉천동 866-2,덕산타워,2019.0,20,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,16762.291,17064.047,17092.0,11434.0
539868,관악구 봉천동 866-2,덕산타워,2019.0,22,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,17514.64,18281.518,19000.0,12536.0
539993,관악구 봉천동 866-6,덕산스테이트,2017.0,19,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,14878.627,15170.888,17106.0,15624.0
540161,관악구 봉천동 867-12,프라비다2,2013.0,16,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,13023.988,13252.832,13234.0,12200.0
540215,관악구 봉천동 867-12,프라비다2,2013.0,18,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,13298.533,13677.801,13533.0,18939.0
540306,관악구 봉천동 867-12,프라비다2,2013.0,19,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,13499.329,13754.407,13775.0,16558.0
540469,관악구 봉천동 867-12,프라비다2,2013.0,22,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,15189.752,16070.923,18870.0,22748.0
540640,관악구 봉천동 867-12,프라비다2,2013.0,26,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,16968.404,18207.129,20208.0,24862.0
540766,관악구 봉천동 867-12,프라비다2,2013.0,30,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,18227.32,21666.754,20715.0,24752.0
540907,관악구 봉천동 867-4,(867-4),2003.0,22,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,9877.433,9935.892,10761.0,11662.0
541128,관악구 봉천동 867-9,서울대역해담채,2012.0,13,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,12168.605,12711.594,12903.0,11445.0
541158,관악구 봉천동 867-9,서울대역해담채,2012.0,16,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,12861.127,13263.133,14119.0,19695.0
541373,관악구 봉천동 869-10,관악센츄리타워,1995.0,24,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,11051.28,9416.985,11989.0,8503.0
541392,관악구 봉천동 869-10,관악센츄리타워,1995.0,28,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,11515.362,10186.084,11926.0,9617.0
541483,관악구 봉천동 869-10,관악센츄리타워,1995.0,30,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,11520.102,10126.439,15000.0,11813.0
541756,관악구 봉천동 870-1,해주타워,2000.0,22,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,9727.148,9775.989,11512.0,10729.0
542094,관악구 봉천동 870-12,에이스 에이-존,2005.0,24,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,12254.132,11654.058,16320.0,15000.0
542114,관악구 봉천동 870-12,에이스 에이-존,2005.0,26,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,12873.885,12566.656,15111.0,17596.0
542296,관악구 봉천동 870-13,신원메트로빌,2006.0,37,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,15873.414,16713.773,18917.0,24428.0
542428,관악구 봉천동 870-13,신원메트로빌,2006.0,73,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,31897.49,40908.465,35968.0,43146.0
542517,관악구 봉천동 870-13,신원메트로빌,2006.0,74,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,32430.535,41177.277,35523.0,45641.0
543427,관악구 봉천동 875-10,예성 아이 라이프,2003.0,21,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,9174.648,9394.659,9644.0,11293.0
543518,관악구 봉천동 875-10,예성 아이 라이프,2003.0,25,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,10398.259,10539.033,12114.0,14307.0
543609,관악구 봉천동 875-5,씨티 빌,2002.0,18,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,7880.7485,9085.638,8287.0,10972.0
544219,관악구 봉천동 881-2,이아오피스텔,2003.0,16,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,7831.893,8634.691,8168.0,10310.0
544492,관악구 봉천동 881-30,청룡2오피스텔,2004.0,27,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,11827.365,12466.17,16261.0,16193.0
544583,관악구 봉천동 881-30,청룡2오피스텔,2004.0,29,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,12103.2295,13620.59,14573.0,16386.0
544765,관악구 봉천동 882-4,케이타워 오피스텔,2010.0,18,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,9729.278,10728.899,10729.0,10283.0
544824,관악구 봉천동 883-5,거장스카이 오피스텔,2003.0,71,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,28200.973,39982.44,28874.0,33383.0
545096,관악구 봉천동 883-6,IP TOWER,2010.0,18,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,9729.278,10728.899,12004.0,14324.0
545551,관악구 봉천동 893-1,프라비다M,2014.0,16,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,11636.248,13234.085,15766.0,16985.0
545642,관악구 봉천동 893-1,프라비다M,2014.0,30,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,18530.594,22353.023,26222.0,30202.0
545690,관악구 봉천동 893-12,마에스트로캠퍼스타운,2012.0,13,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,10916.845,12503.014,11520.0,12452.0
545781,관악구 봉천동 893-12,마에스트로캠퍼스타운,2012.0,14,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,10975.898,12772.529,12334.0,12924.0
545827,관악구 봉천동 893-12,마에스트로캠퍼스타운,2012.0,17,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,11518.274,13421.599,12352.0,18314.0
546438,관악구 봉천동 917-13,신안오피스텔,2003.0,23,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,8558.994,10198.705,8938.0,12297.0
546529,관악구 봉천동 921-6,청룡오피스텔,2005.0,13,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,7378.3315,8180.1406,9258.0,7248.0
548227,관악구 봉천동 969-51,리더스 오피스텔,2003.0,18,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,7328.5767,9020.293,11711.0,8561.0
548988,관악구 신림동 1413-23,(1413-23),2002.0,19,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,7384.222,9147.326,13395.0,13428.0
549060,관악구 신림동 1413-23,(1413-23),2002.0,20,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,7606.6353,9170.353,11827.0,13033.0
549132,관악구 신림동 1413-23,(1413-23),2002.0,23,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,8220.304,9791.784,11050.0,13077.0
549185,관악구 신림동 1416-28,에르스떼,2018.0,30,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,20119.111,24666.861,23585.0,25459.0
549238,관악구 신림동 1416-28,에르스떼,2018.0,33,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,22172.549,26705.336,25926.0,29631.0
549292,관악구 신림동 1416-28,에르스떼,2018.0,34,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,22797.22,27761.791,23017.0,29120.0
549344,관악구 신림동 1416-28,에르스떼,2018.0,35,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,22808.031,27761.791,25655.0,27553.0
549891,관악구 신림동 1421-1,신림큐브,2015.0,13,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,11366.09,12880.611,11372.0,12665.0
550102,관악구 신림동 1421-1,신림큐브,2015.0,18,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,12179.251,14055.264,13100.0,10719.0
550324,관악구 신림동 1421-29,에스케이허브그린,2004.0,27,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,10887.432,12466.17,14746.0,16108.0
550415,관악구 신림동 1421-29,에스케이허브그린,2004.0,28,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,11128.317,13291.225,15015.0,16035.0
550506,관악구 신림동 1421-29,에스케이허브그린,2004.0,43,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,15387.004,21207.84,25500.0,22894.0
551041,관악구 신림동 1425-4,코스모그린,2012.0,20,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,11608.01,13410.369,11960.0,10047.0
551374,관악구 신림동 1425-7,그랜드타워,2016.0,28,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,21180.576,26707.365,24000.0,32139.0
551610,관악구 신림동 1425-7,그랜드타워,2016.0,44,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,27174.766,34886.53,28130.0,39111.0
551798,관악구 신림동 1431-38,신림오피스텔,1998.0,28,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,9525.104,10640.725,11414.0,9880.0
551889,관악구 신림동 1431-38,신림오피스텔,1998.0,30,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,9537.858,10583.028,11190.0,9490.0
552056,관악구 신림동 1433-136,리버파크,2015.0,63,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,28030.992,30707.57,31872.0,32377.0
552238,관악구 신림동 1433-55,프라비다트라움,2013.0,14,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,10797.893,12280.672,11687.0,12267.0
552304,관악구 신림동 1433-55,프라비다트라움,2013.0,17,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,11505.073,13087.034,14452.0,17692.0
552330,관악구 신림동 1433-55,프라비다트라움,2013.0,22,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,13464.066,15782.049,15015.0,18661.0
552499,관악구 신림동 1437-20,(1437-20),2001.0,24,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,8978.62,10014.06,11942.0,11575.0
552590,관악구 신림동 1437-20,(1437-20),2001.0,27,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,9476.502,10670.912,11397.0,11612.0
552753,관악구 신림동 1446-12,대명오피스텔,2002.0,18,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,7035.81,8876.6,7950.0,10568.0
552832,관악구 신림동 1446-12,대명오피스텔,2002.0,19,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,7351.6855,8955.448,8543.0,10568.0
552911,관악구 신림동 1446-12,대명오피스텔,2002.0,21,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,7878.7705,9261.539,11007.0,10568.0
553002,관악구 신림동 1458-6,쎄븐스에비뉴,2011.0,21,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,12265.476,14548.247,16792.0,17394.0
553184,관악구 신림동 1458-6,쎄븐스에비뉴,2011.0,23,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,13553.096,15868.324,16373.0,17874.0
553275,관악구 신림동 1458-6,쎄븐스에비뉴,2011.0,24,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,14093.256,16420.717,17106.0,17694.0
553366,관악구 신림동 1458-6,쎄븐스에비뉴,2011.0,30,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,15668.607,21318.428,17563.0,24592.0
553791,관악구 신림동 1459-22,장호 오피스텔,2002.0,30,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,9489.019,10660.648,12122.0,10613.0
553867,관악구 신림동 1459-22,장호 오피스텔,2002.0,31,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,9642.795,10709.094,12349.0,10613.0
553890,관악구 신림동 1459-25,(1459-25),2002.0,20,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,7587.7905,9021.727,13824.0,11347.0
553984,관악구 신림동 1459-26,성우오피스텔,2002.0,20,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,7587.7905,9021.727,7962.0,5169.0
554279,관악구 신림동 1462-12,(1462-12),2003.0,21,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,8183.565,9394.659,10543.0,12866.0
554370,관악구 신림동 1462-12,(1462-12),2003.0,22,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,8491.401,9808.386,12183.0,12988.0
554643,관악구 신림동 1462-34,(1462-34),2005.0,17,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,8068.5127,9318.543,8911.0,10540.0
554734,관악구 신림동 1462-34,(1462-34),2005.0,18,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,8116.3174,9404.1455,8753.0,9754.0
554825,관악구 신림동 1462-34,(1462-34),2005.0,19,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,8282.948,9566.455,8305.0,10593.0
554931,관악구 신림동 1463-52,코지하우스(COZYHOUSE),2012.0,30,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,12820.754,15206.457,13426.0,20265.0
555140,관악구 신림동 1474-15,몽삐에뜨골드,2020.0,16,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,15977.855,18056.926,22515.0,22377.0
555172,관악구 신림동 1474-15,몽삐에뜨골드,2020.0,24,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,20954.23,24694.041,22015.0,24528.0
555195,관악구 신림동 1474-15,몽삐에뜨골드,2020.0,28,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,24037.5,28725.314,25134.0,27849.0
555468,관악구 신림동 1474-6,삼성,2012.0,65,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,27568.398,37643.9,28909.0,42764.0
555537,관악구 신림동 1474-6,삼성,2012.0,69,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,28391.541,39433.46,30278.0,48974.0
556045,관악구 신림동 1484-9,벨라루체아파트,2019.0,37,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,24770.512,31538.945,27849.0,26024.0
556307,관악구 신림동 1523-1,일성트루엘,2013.0,28,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,12930.797,15140.423,13546.0,20536.0
556384,관악구 신림동 1523-1,일성트루엘,2013.0,33,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,14361.907,17795.201,16785.0,17611.0
556913,관악구 신림동 1563-2,태양,2000.0,49,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,13626.416,18704.385,14389.0,17398.0
557581,관악구 신림동 1568-5,더위일관악파크뷰,2021.0,19,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,19529.166,21970.941,21027.0,23367.0
557600,관악구 신림동 1568-5,더위일관악파크뷰,2021.0,20,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,19603.965,22322.938,20768.0,26012.0
557782,관악구 신림동 1638-1,삼모 더 프라임 타워,2011.0,24,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,11511.502,13047.353,14710.0,16008.0
557873,관악구 신림동 1638-1,삼모 더 프라임 타워,2011.0,25,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,11673.435,13342.988,15309.0,14967.0
557964,관악구 신림동 1638-1,삼모 더 프라임 타워,2011.0,28,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,12288.079,14448.115,13158.0,17171.0
558055,관악구 신림동 1638-1,삼모 더 프라임 타워,2011.0,31,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,12824.536,15453.693,16096.0,19910.0
558146,관악구 신림동 1638-1,삼모 더 프라임 타워,2011.0,32,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,13294.78,16196.503,15939.0,18788.0
558237,관악구 신림동 1638-1,삼모 더 프라임 타워,2011.0,34,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,13818.096,16775.75,18500.0,18922.0
558328,관악구 신림동 1638-1,삼모 더 프라임 타워,2011.0,44,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,16328.815,22336.71,22523.0,30316.0
558487,관악구 신림동 1639-51,푸리마타운,2014.0,12,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,10825.4795,12281.295,12242.0,11528.0
559193,관악구 신림동 1655-18,신림동삼오오피스텔,2001.0,17,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,7142.084,8940.287,11150.0,11920.0
559284,관악구 신림동 1655-18,신림동삼오오피스텔,2001.0,19,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,7449.4663,9088.105,9639.0,8841.0
559375,관악구 신림동 1655-18,신림동삼오오피스텔,2001.0,27,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,9488.669,10666.347,12031.0,15502.0
559378,관악구 신림동 1655-8,지벨리마인드2차,2022.0,19,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,17184.814,19623.035,19037.0,20824.0
567427,관악구 신림동 1729-0,청화,2004.0,67,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,25934.37,36157.082,28546.0,41607.0
570652,관악구 신림동 1739-0,보라매스카이아파트(1739),2016.0,66,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,29701.555,41912.63,32064.0,43820.0
570816,관악구 신림동 1744-0,신림스카이아파트,2021.0,55,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,39520.973,52566.79,44114.0,52849.0
570838,관악구 신림동 1744-0,신림스카이아파트,2021.0,56,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,39550.33,52811.5,40857.0,54677.0
571364,관악구 신림동 244-21,래디앙아파트,2016.0,63,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,28947.46,41077.81,33549.0,42785.0
572330,관악구 신림동 497-5,보라매해담채,2012.0,13,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,10856.747,11650.659,13666.0,14362.0
572603,관악구 신림동 529-9,만경빌딩,2015.0,17,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,10623.58,11405.658,11960.0,11862.0
572785,관악구 신림동 530-7,노블리오피스텔,2004.0,17,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,7844.8345,8611.964,8728.0,8255.0
572876,관악구 신림동 530-7,노블리오피스텔,2004.0,19,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,8123.2944,8820.614,9178.0,8153.0
572967,관악구 신림동 534-1,아데나,2010.0,18,2025-08,아파트,관악구,113,2.1,55.3,60.6,5.3,5,11015.778,12443.634,11208.0,11548.0
573058,관악구 신림동 534-2,길상 오피스텔,2002.0,19,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,7428.5415,8155.6445,8117.0,8486.0
573103,관악구 신림동 538-39,위드비엠3,2021.0,33,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,28965.5,32883.883,30030.0,33527.0
573125,관악구 신림동 538-39,위드비엠3,2021.0,38,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,30974.877,34796.86,33846.0,41909.0
573147,관악구 신림동 538-39,위드비엠3,2021.0,39,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,30949.38,34758.297,34244.0,41909.0
573551,관악구 신림동 550-20,로하스,2012.0,22,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,10565.561,11583.641,14352.0,14878.0
573642,관악구 신림동 550-20,로하스,2012.0,25,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,11758.846,12729.239,12472.0,15972.0
573733,관악구 신림동 550-20,로하스,2012.0,48,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,17385.373,23281.13,17497.0,26912.0
574270,관악구 신림동 569-23,골드마인오피스텔,2002.0,27,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,9513.775,9677.899,11926.0,9397.0
574354,관악구 신림동 569-23,골드마인오피스텔,2002.0,29,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,9487.337,9742.279,14641.0,10728.0
577409,관악구 신림동 94-208,엘리젠트오피스텔,2004.0,24,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,10314.291,12347.051,11108.0,10336.0
577737,관악구 신림동 94-208,엘리젠트오피스텔,2004.0,48,2025-08,오피스텔,관악구,113,2.1,55.3,60.6,5.3,5,17498.236,23871.22,19013.0,19913.0
577987,광진구 광장동 102-0,현대골든텔(102-0),1991.0,25,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,7780.9263,7346.4116,9722.0,11627.0
578078,광진구 광장동 102-0,현대골든텔(102-0),1991.0,27,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,8300.659,8341.495,15221.0,16301.0
578608,광진구 광장동 108-0,효성리버카운티,2003.0,24,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,8248.974,9837.694,12037.0,12036.0
578699,광진구 광장동 108-0,효성리버카운티,2003.0,26,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,8886.688,11098.366,11743.0,18353.0
578870,광진구 광장동 108-0,효성리버카운티,2003.0,28,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,9926.901,11941.16,10379.0,13230.0
579368,광진구 광장동 117-0,이성 리베바움,2013.0,48,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,22540.445,28179.07,27814.0,27793.0
579679,광진구 광장동 121-0,유진스웰,2011.0,142,2025-08,아파트,광진구,113,2.1,55.3,60.6,5.3,5,107063.49,138420.72,123055.0,142890.0
580983,광진구 광장동 131-1,현대리버빌,1997.0,224,2025-08,아파트,광진구,113,2.1,55.3,60.6,5.3,5,118401.57,159405.05,144102.0,204295.0
581012,광진구 광장동 131-1,현대리버빌,1997.0,227,2025-08,아파트,광진구,113,2.1,55.3,60.6,5.3,5,121783.93,169922.25,122363.0,161608.0
581086,광진구 광장동 137-0,다강리버빌,1994.0,218,2025-08,아파트,광진구,113,2.1,55.3,60.6,5.3,5,88323.305,119203.82,122249.0,78958.0
582621,광진구 광장동 457-24,한강현대아파트,2016.0,42,2025-08,아파트,광진구,113,2.1,55.3,60.6,5.3,5,31339.732,40697.492,34186.0,47195.0
586514,광진구 구의동 198-4,광남캐스빌(198-4),2003.0,67,2025-08,아파트,광진구,113,2.1,55.3,60.6,5.3,5,30674.785,41977.715,44946.0,50618.0
588124,광진구 구의동 199-8,(199-8),2017.0,27,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,20312.908,23012.309,21000.0,21260.0
588304,광진구 구의동 205-18,그레이스홈타운(102동),2005.0,67,2025-08,아파트,광진구,113,2.1,55.3,60.6,5.3,5,30737.547,43162.03,30763.0,53064.0
589198,광진구 구의동 218-12,다성리버텔,2002.0,30,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,10771.053,11036.374,17341.0,18003.0
589289,광진구 구의동 218-12,다성리버텔,2002.0,34,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,12324.275,14466.167,16551.0,20057.0
589471,광진구 구의동 218-15,와이엔 오피스텔,2003.0,25,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,9829.57,10775.616,11106.0,11804.0
590567,광진구 구의동 236-25,솔렌시아2,2015.0,37,2025-08,아파트,광진구,113,2.1,55.3,60.6,5.3,5,24116.426,31037.11,25253.0,27070.0
590816,광진구 구의동 237-5,명성,2003.0,65,2025-08,아파트,광진구,113,2.1,55.3,60.6,5.3,5,28472.16,40138.453,29331.0,43574.0
590954,광진구 구의동 243-13,리버 비스타 구의,2019.0,18,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,15906.537,16421.21,19385.0,19282.0
591003,광진구 구의동 243-13,리버 비스타 구의,2019.0,20,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,17448.47,18163.086,19000.0,19107.0
591031,광진구 구의동 243-13,리버 비스타 구의,2019.0,21,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,17779.656,18443.553,19861.0,20381.0
591596,광진구 구의동 244-6,퓨전빌,2003.0,74,2025-08,아파트,광진구,113,2.1,55.3,60.6,5.3,5,32278.69,45475.727,54247.0,44082.0
591778,광진구 구의동 246-14,크레신타워3차,2006.0,25,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,12225.649,12718.793,12286.0,16500.0
591869,광진구 구의동 246-14,크레신타워3차,2006.0,27,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,13257.778,14362.581,14735.0,16552.0
592135,광진구 구의동 251-161,하우트빌,2020.0,45,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,29907.607,33054.562,34844.0,34093.0
592162,광진구 구의동 251-161,하우트빌,2020.0,59,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,41443.76,53548.91,43202.0,52343.0
592249,광진구 구의동 251-176,명진센트라임3,2020.0,58,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,34693.418,39767.496,35109.0,49498.0
592277,광진구 구의동 251-176,명진센트라임3,2020.0,64,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,43471.484,50993.87,45154.0,48326.0
592733,광진구 구의동 251-34,신도브래뉴오피스텔,2003.0,31,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,11759.502,13077.358,11974.0,11718.0
593259,광진구 구의동 252-14,성지하이츠,1997.0,39,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,12783.266,15087.227,13184.0,14040.0
593441,광진구 구의동 252-9,AZ0213,2014.0,43,2025-08,아파트,광진구,113,2.1,55.3,60.6,5.3,5,27085.018,37167.035,28934.0,34580.0
594368,광진구 구의동 31-9,동우아파트,2011.0,66,2025-08,아파트,광진구,113,2.1,55.3,60.6,5.3,5,33769.527,46105.92,45000.0,44136.0
594757,광진구 구의동 47-23,해성,2002.0,61,2025-08,아파트,광진구,113,2.1,55.3,60.6,5.3,5,27646.896,39184.766,32585.0,26275.0
595809,광진구 구의동 547-7,광진해모로리버뷰,2009.0,44,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,23166.303,24698.955,38646.0,23284.0
595900,광진구 구의동 547-7,광진해모로리버뷰,2009.0,50,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,27860.164,32445.299,40338.0,20428.0
595973,광진구 구의동 547-7,광진해모로리버뷰,2009.0,86,2025-08,오피스텔,광진구,113,2.1,55.3,60.6,5.3,5,44937.766,60509.797,48880.0,61013.0
597987,광진구 구의동 59-1,스타파크,2022.0,55,2025-08,아파트,광진구,113,2.1,55.3,60.6,5.3,5,45292.57,58459.082,49203.0,68253.0
598014,광진구 구의동 590-0,신원빌라트,1996.0,181,2025-08,아파트,광진구,113,2.1,55.3,60.6,5.3,5,71061.164,92006.555,93324.0,71967.0
